Question,Subj_Q,Answer,Subj_A
تقدمت لخطبة فتاة زميلة متدينة وملتزمة جدا  ولهذا كنت أهواها وأرى أن جمالها الخاص في تدينها  ولكن المشكلة حينما أخذت والدتي معي لتراها  لم توافق عليها لأنها ليست جميلة  فكيف أتصرف بحكمة  وما هو الأنسب لأظفر بذات الدين  ولا أخذ غضب الوالدة ,1,للأسف هذا خطأ العديد من الوالداين بالرغم من أننا لم نستطع أن نؤدي حقهم كاملا  ليس على أمك أن تقف أمام زواجك فهذا حقك الشرعي حتى وإن فعلت من دون موافقتها فموافقة ليس شرطا لكن في جميع الأحوال أظهر لها أنك لن تتزوج أبدا مادامت هي مصرة على عدم الموافقة وبين لها حديث النبي صلوات الله وسلامه عليه لما أمرنا بأن نظفر بذات الدين وأن ذات الدين هي الأساس وليس الجمال وأظهر لها أن الحية جميلة لكن ماذا سيقع لو تم الإقتراب منها  بين لها أن الحب ليس هو الجمال والجمال هو إعجاب للعين وأما الأذن فهي المسؤولة عن الحب وأن الحب سيتكون بعد الزواج وهو مجرد نبتة صغيرة ويتطور أكثر بعد الزواج فأمة محمد تحب محمدا ويفدونه بأنفسهم ووالدايهم وكل حبيب لديهم بالرغم من أنهم لم يروه بعد  والله الموفق ولاتنسى ركعتي الإستخارة  ,1
لماذا ندخل الدين في كل شيء ,1,لأنه و بكل بساطة داخل في كل شي بالفعلالإسلام مثلا  ينظم جميع أمور حياتك و يضع لك الأطر الصحيحة في تعاملاتك السياسية و الاقتصادية و الاجتماعية و حتي العسكريةيدخل في حياتك منذ ولادتك و عند وفاتك و بعدها أيضا يقول لك ماذا تقول عند الاستيقاظ و عند النوم و عند العمل و عند المذاكرة و عند الأكل و الشرب و ارتداء الملابس و عند طلب العلم و عند قتال العدو و عند الفرح و الحزن و كيف تتعامل بأخلاق و كيف تحسن للناس و كيف تحسن للحيوان يأمرك بالاحسان للوالدين و يجعلهما بعد الأمر بالإيمان بالله و يأمرك بالاحسان الي الجار و نصرة الضعيف و إغاثة الملهوف و غيره الكثير   هو ينظم كل تفصيلة من تفصيلات حياتنا و في هذا تتجلي عظمة الإسلام فهو يقيم الحياة كاملة ,1
مالنا نرى عقول الشباب والبنات تغيرت لدرجة انهم صاروا يتشككون في مفاهيم وأصول الدين الثابتة  هل سببه قلة التوعية ونشر العقيدة الصحيحة  ,1,راجع مقدمة كتاب أحكام النساء لابن الجوزي   الإجابة هناك بوضوح والله أعلم ,1
ما الذي يميز طائفة الإباضية عن بقية الطوائف الإسلامية  وهل هي طائفة أم مذهب ,0,هي طائفة من الخوارج  لا تكف ر أبا بكر وعمر وتكفر عثمان وعليا ومعاوية  وعلى أقوالهم الإفتاء في مسقط  والله أعلم ,1
كيف أتخلص من تأنيب الضمير  ولماذا لا أشعر بالزهد والرضا عن نفسي ,1,   اعلم أن قيمة الإنسان هي بالطريقة التي ينظر بها إلى نفسه  لا بنظرة الآخرين إليه  لا أحد يستطيع إذلالك ما لم تكن أنت تشعر بالإذلال في داخلك  ولا أحد يستطيع رفع قيمتك ما لم تكن أنت تشعر بقيمتك بنفسك     أهمية نسيان الماضي في علم النفس ت عتبر شخصية الإنسان الحقيقية غير ثابتة   إذ يمر  باختلافات اجتماعية وشخصية مع مرور الوقت   فعلى سبيل المثال تختلف شخصية الفرد حين تواجده مع أبنائه مقارنة حين يكون خارج المنزل   إذ يكون أكثر تحف ظا  أو أكثر تركيزا    وسيكون على حال معي ن قبل التحاقه بالجامعة مثلا    وسيتغي ر بعدها   وعندما ت نسى هذه التصر فات سيتمك ن الشخص من التخل ص من شعور النقص الذي يشعر به كل ما تذك رها   ومن جهة  أخرى   فإن  نسيان بعض المواقف ي مك ن الشخص من الحصول على معلومات جديدة قد تكون أكثر ارتباط ا بالحقيقة المستمرة   وسيسمح له دائم ا بتحديث حقيقته وواقعه 1   التركيز على الحاضر ي عتبر تركيز الشخص على الحاضر من الطرق التي تساعد على التخل ص من الماضي   إذ سيكون لديه وقت أقل  للتفكير في ماضيه   وعليه يجب المحاولة المستمر ة في إرجاع النفس إلى اللحظة التي هو عليها الآن بمجر د البدء بالتفكير بالماضي   وي مكن أن يكون ذلك بواسطة إشارات واعية   كأن يقول الشخص لنفسه    لا مشكلة   لقد كان هذا من الماضي   والآن سأ رك ز على حاضري وسعادتي وسأفعل  2   التسامحي عد  التسامح مع م رتكب الخطأ من أكثر الطرق فاعلي ة للتخل ص من الماضي   وذلك بصرف النظر عن الفعل الذي ارتكبه ذلك الشخص   فالمغفرة والتسامح ت خرج الشخص من الموقف السيئ الذي تعر ض له   وبالمقابل فإن  مشاعر الضغينة والحقد تؤث ر سلبا  على نفس الإنسان وت ضعفه عاطفيا  3   تحديد_الأهدافإن  تحديد الأهداف المستقبلي ة ونسيان الأمور السلبية التي حصلت خلال الماضي تشعر الفرد بإمكاناته وقدراته للوصول إلى أهداف أكبر   ومن الأمثلة على ذلك التخطيط للحصول على وظيفة متميزة   أو البحث المستمر عن الشريك المناسب   ولإنجاح الأمر يؤخذ بعين الاعتبار إلى ضرورة التأك د من وضع مواعيد لتحقيق تلك الأهداف  الراحة النفسية والصحة النفسية إن الراحة  النفسي ة أو التي ي طلق عليها في علم الن  فس الصحة النفسي ة مطلب  مهم  وضروري لتحقيق  الاستقرار النفسي   والابتعاد عن الأمراض والاضطرابات النفسي ة   ويؤدي ذلك إلى تحقيق التوازن بين الصحة النفسي ة والاجتماعي ة والجسمي ة   والم حافظة على ديمومة هذا التوازن   بالإضافة إلى أن الفرد الذي يمتلك الر احة النفسي ة ويعيش بها يكون أكثر تمتعا  بعلاقات  أ سرية واجتماعي ة سليمة   ويزيد ذلك من قدرته على الإنتاج والتعل م   أم ا الطرف النقيض الذي يشير إلى وجود  اختلال  في توازن  واستقرار الحالة النفسي ة عند الفرد   وتعرضه للمشكلات المختلفة سواء كانت عاطفية ذاتي ة أو سلوكية   فهي تظهر بسبب عد ة عوامل بيئي ة وأسري ة وفردي ة تؤث ر  في أداء الفرد العائلي والأكاديمي والاجتماعي   فتزعزع الاستقرار الن فسي وتدخل الفرد في دوامة من القلق والتوتر  كيفية تحقيق الراحة النفسية تظهر المشكلة الحقيقي ة عند الفرد في مدى قدرته  على توظيف إرادته  الذاتية للوصول إلى حالة  من التوافق الذاتي   من خلال الالتزام بالتعاليم دينية   والأعمال المتنو عة   والكفاح والصبر عند الإخفاق في توظيف الذات بشكل  تكيفي متلائم   فقد يدخل الفرد في حالة  من الضياع والض عف لا تعود إل ا بعائدات  غير مفيدة له ولمجتمعه   لذلك ظهرت الكثير من الط رق التي تساعد الفرد على تحقيق الراحة النفسية   ومن أهمها  1   المحافظة على العبادات والصلوات ت عد  الص لاة الر باط الأوثق بين العبد ورب ه   فعند وقوف الإنسان المؤمن بين يدي رب ه  م صليا  وخاشعا  ومستشعرا  لضعف ه  أمام الله عز   وجل يساعده ذلك على إزالة ترسبات الخوف والشحنات والانفعالات السلبي ة والتخلص منها   وتمنح الص  لاة بشكل  عام الفرد طاقة  روحية  تصل  إلى قلبه  وتزرع  فيه الأمان والطمأنينة وتزيل عنه القلق وتهدئ نفسه   كما تساعد هذه الطاقة الفرد على التأمل  والتركيز  أثناء خشوعه في صلاته   مم ا يصل فيه إلى حالة  من الاسترخاء العصبي والتخلص من التوتر 2   تعزيز الثقة بالنفس يجب على الفرد دعم نفسه وشحنها بشكل  مستمر  بالث قة  والتقدير   ويكون ذلك من خلال التحديد الد  قيق والواقعي للإمكانات والقدرات الموجودة لدى الفرد   وبناء صورة ذاتية منفردة كما يراها عن نفسه   ويساعده ذلك على التحر  ر من مجموعة الصور الذهني ة التي يضعها الآخرون عنه   كما من المهم أن ي حد د  الفرد هدفه الذاتي ويسعى إلى تحقيقه   حيث يتوافق هذا الهدف مع قدراته وطاقاته واستعداداته كي لا يسبب له الشعور بالإحباط عند الفشل   بالإضافة  إلى وجود  أهمية لتقدير الذات بمكافئتها عند إنجاز المهام والنجاح في تنفيذ جميع أنواع الإنجازات   ويساهم ذلك في تعزيز الثقة بالن  فس 3   التغلب على التوتر والخوف يواجه الفرد في الحياة العديد من المخاوف والضغوط التي من الممكن أن تسبب  له الكثير من القلق والتوتر   إل ا أن الاستسلام  للخوف والتوتر والعيش في إطارهما سيعيق الفرد عن ممارسة  حياتهبشكل  سوي ومستقر   فينبغي عليه مواجهة وتحديد مصادر الخوف وبواعثه   ومحاولة التغلب عليها وإدراكها والوعي بحقيقة  حجمها والابتعاد عن تهويلها   فإن التمكن  من التغلب على مشاعر  الخوف وما يترتب عليها من قلق وتوتر ي حق ق للفرد  أكبر قدر ممكن من الراحة والصحة النفسي ة 4   تحقيق الراحة الجسمية ت عد  الدعائم الذاتية للراحة  النفسية أمرا  بالغ الأهمية   إل ا أنها لا تحق ق مطالبها إل ا من خلال الاهتمام بالجانب  البيولوجي للبنية  الجسمية والمادي ة للفرد   فجسم  الإنسان يحتاج دائما  إلى الراحة  والاسترخاء   لذلك هو بحاجة  إلى نيل  قسط  كاف  من الن  وم المنتظم والمريح والوافي   بالإضافة  إلى أهمية ممارسة الأنشطة والتمارين الرياضية   والاهتمام بتطبيق نظام  غذائي مناسب   والمحافظة قدر الإمكان على تناول الطعام الصحي   ويشير ذلك إلى أن للعادات  الجسمية  الصحية تأثيرها الواضح في الحالة العامة لصحة  الفرد   كما ترفع قدرته على مواجهة  الضغوط النفسي ة والحياتية المختلفة   والحصول على الراحة  النفسي ة  بأكبر قدر ممكن 5   التحلي_بالإيجابيةيظهر التحلي بالإيجابي ة من خلال محافظة الفرد على الاستجابات والتصرفات الإيجابية والمتفائلة للحفاظ على الحالة النفسية الجي دة والصحي ة   ويستطيع الفرد الوصول إلى المستويات المطلوبة من الإيجابي ة   من خلال الحد  من التفكير بالط رق  والأنماط السلبي ة تجاه المواقف والضغوط الحياتي ة   كما من المهم الحفاظ على مستوى التعامل البناء مع المشكلات وعدم التفكير بها وحدها دون التفكير في الوصول إلى حلولها 6   عدم مقارنة الن فس مع الآخرين يجب على الفرد تجاهل مقارنة نفسه مع الآخرين   لأن ذلك يكو ن انطباعات غير بناءة عن الن  فس   فوجود المقارنة تدفع الفرد إلى التقليل من تقدير مواهبه وقدراته وإنجازاته الذاتية التي يمتلكها   فالمقارنة في جميع مجالاتها واتجاهاتها قد تقود الفرد إلى بناء مستويات ذاتية من الر ضا الزائف   أو إلى الشعور بالإحباط  والفشل   وعموما  إن لكل   فرد قدراته الخاص ة ومهاراته الذاتية التي يتمي ز  بها   لذلك من الأفضل أن ي قارن  الفرد نفسه مع نفسه  بإنجازاته السابقة وإنجازاته الحالية   أي مقارنة ذاته كيف كانت وكيف أصبحت 7   إعادة إحياء العلاقات الاجتماعية يجب أن يهتم   الفرد بضرورة  إعادة إحياء علاقاته الاجتماعي ة   لأن ذلك مفيد لحالته النفسية العامة   فمن الضروري استغلال الأوقات المتاحة قدر الإمكان للتواصل مع العائلة والأصدقاء   وممارسة النشاطات الترفيهية البسيطة كالخروج مع الأصدقاء وتناول الطعام برفقتهم 8   الابتسامةإن الابتسامة  الصادقة والحقيقية النابعة من القلب ت عد  رمزا  للصحة  السليمة والسوية   كما أن الابتسامة  سر   من أسرار الجاذبية   وطريق مختصر وسهل إلى القلوب   كما أنها تمتلك نوعا  من أنواع الطاقة الم عدية التي تنشر السعادة والأمان تجاه الآخرين ,1
لقد كنت ملحدا  في السابق واهتديت إلى الإسلام مرة آخرة  ولكنني أشعر بالندم والألم على كل تلك السنين التي ضيعتها بالعناد والمكابرة والضلالة رغم أن الحق كان أمامي  ماذا أفعل حتى يغفر الله لي ذنوبي ,1,أبشر يا أخي واستبشر بقول الله تعالي  فأولئك يبدل الله سيئاتهم حسنات  وإن لك في سيرة عمر بن الخطاب رضي الله عنه أسوة فحينما أسلم كان يقول لأصحابه  أنا أكثركم حسنات فقالوا ومما ذاك  قال لأني كنت في الجاهلية أكثركم سيئاتفلما تبت قلبت إلى حسنات فصرت أكثركم حسنات  واسأل الله العظيم جل وعلا أن يثبتك على الحق وأن يبارك فيك ,1
لماذا يأخذ غالبية البشر دينهم بالوراثة  أليس من الأولى غربلة المعتقدات بصدق وبنية حسنة ,1,نحن بطبيعتنا مخلوقات في صغرها ستقلد كل شيء أمامها   كل شيء كل شيء  وموضوع الدين هوا أشد المواضيع من هذه الناحية فسيكون من أكثر المواضيع التي سيكون أهلك حريصون عليها وبشدة حتى تنشأ بمثل معتقداتهم التي يرونها صحيحة وأيضا  لتنشأ في المجتمع بدون مشاكللن يكون هذا الشيء أبدا  عائقا  في طريقك إلا عندما تكبر وتنضج ويكون لك تفكيرك الخاص ويكون لك كامل المسؤولية على حياتك   عندها وبنسبة كبيرة إذا بدأت تتثقف وتقرأ الكتب ورأيت فيها ملاذك سيكون لك قرار كبير في هذا المعتقد   سواء بالبحث عنه أكثر أو الاطلاع المتقطع عنه بين الفينة والأخرى ولكن نسبة قليلة جدا  من يتخذ موقف كبير وشجاع بحيث يكون له آراءه الخاصة فنحن بطبيعتنا مخلوقات في صغرها ستقلد كل شيء أمامها   كل شيء كل شيء  وموضوع الدين هوا أشد المواضيع من هذه الناحية فسيكون من أكثر المواضيع التي سيكون أهلك حريصون عليها وبشدة حتى تنشأ بمثل معتقداتهم التي يرونها صحيحة وأيضا  لتنشأ في المجتمع بدون مشاكللن يكون هذا الشيء أبدا  عائقا  في طريقك إلا عندما تكبر وتنضج ويكون لك تفكيرك الخاص ويكون لك كامل المسؤولية على حياتك   عندها وبنسبة كبيرة إذا بدأت تتثقف وتقرأ الكتب ورأيت فيها ملاذك سيكون لك قرار كبير في هذا المعتقد   سواء بالبحث عنه أكثر أو الاطلاع المتقطع عنه بين الفينة والأخرى ولكن نسبة قليلة جدا  من يتخذ موقف كبير وشجاع بحيث يكون له آراءه الخاصة في معظم الامورجوابي على سؤالك الآخر هوا بالضرورة   أجل   أجل  أجليجب معرفة أغلب الامور وماذا أنت فاعل بها ولماذا تفعل تلك الأمور ولماذا لا تفعل أمور أخرى وهل ما أفعله صحيح وهل ما لا أفعله خاطئهذه الأسئلة ترتقي بك في نظر نفسك على الأقل وتجعلك متعطش للبحث والتعلم أكثر وأكثر والوصول إلى ما تريد,1
هل التقصير في الطاعات يكون نتيجة المعاصي أم العكس  أن المعاصي نتيجة التقصير في الطاعات ,0,بسم الله الرحمن الرحيم  سأوضح لك بإختصار   قلوب البشر أنواع كما ذكر الله تعالى في القرآنقلب منيب لربه   قلب غافل عن ربه    قلب اخر قاس  وران عليه الله عز وجل تقدر انت تعلم كيف حال قلبك مع الله ومن ثم ستعرف حتما الإجابة  فعندما يزيع القلب عن الله أيضا   كذلك لسانك سيتوقف عن ذكر المولي   ومن هنا يأتي استحواذ الشيطان  بسم الله الرحمن الرحيم  ومن يعش عن ذكر الرحمن نقيض له شيطانا  فهو له قرين تأتي وساوس الشيطان عدوك الذي يريد ان يغويك في الدنيا وملاذتها ويشغلك بأشياء ليس لها قيمة من الأساسوالمعاصي تكون نتيجة التقصير في الصلوات بسم الله الرحمن الرحيم  فخلف من بعدهم خلف اضاعو الصلاة واتبعو الشهوات فسوف يلقون غيا فما هو الا جهاد النفس والشيطان فإن انتصرت عليهم والله لتفوز فوزا  عظيما  ستدعوك نفسك وقلبك للاقبال على الطاعات ,1
ما الذي يثبت أن الأديان حقا  ليست من صنع البشر ,0,بسم الله الرحمن الرحيم١   ان الشئ الذي يثبت لنا ذلك ويثبت لسائر الاجيال القادمه ان ما ذكر فالدين من علوم ومعجزات وايات مضت عليها مئات السنين قد اثبتها العلم الحديث وان هذا العلم هو في ابهي صوره وتقدمه٢   اذا تدبر الانسان بعقله في الخلق من سماوات وأرض ونجوم وكواكب وانهار وجبال وطيور ودواب وحشرات وفي نفسه هو ايضا يجد ان من خلق ذلك هو امهر المهره وانه بديع وانه ذو قدره عظيمه وان الخلق لم يخلق هكذا دون بسبب ولا غايه٣   ان من خلق الخلق هو من نزل الاديان السماويه لهدايه البشر اجمعين وليريهم طريق الهدي وينذرهم انه لم يخلقهم عبثا  ولا لهوا وانما خلقهم لعبادته وحده ولا يشركوا به شيئا  وكل ذلك مذكور في الدين الاسلامينصيحتي هي   لكي تعرف من هو الله خالق الخلق يجب عليك ان تعرف وتتدبر خلقه أولا  وان تري عظمه الكون لتعرف من هو خالقها وذلك من خلال القرآن الكريم,1
هل تعتقد أنك ستكون سعيدا  في الجنة للأبد إذا لم يكن بعضا  ممن تحبهم معك وأنت تعلم أنهم يعانون في الجحيم ,1,هذا قول الله تعالى في مثل هذا يوم القيامة وهذا حال المؤمن في الدنيا قبل يوم الميعاد هذا قول الله تعالى في مثل هذا يوم القيامة وهذا حال المؤمن في الدنيا قبل يوم الميعاد وفي كلام الله تعالى كفاية لمن آمن واتقى ,1
كيف من الممكن أن أجعل يوم الغد أفضل ,0,أن تجعل يوم الغد أفضل يتطلب بعض الأشياء البسيطة    ولكنها ستنفعك كثير ا  سواء على مدار يومك    أو المنفعة الذاتية التي سيكتسبها جسدك لنجعل يوم الغد أفضل    يجب أن نعالج يوم الأمس  وهذا سيتطلب منك شيئ ا مهم ا جد ا  وهو  م حاسبة ذاتك   ت حل المشاكل دائم ا بإدراك المشكلة ذاتها  لذلك يا صديقي صديقتي يومي ا قبل النوم تذكر ما حدث على مدار اليوم  المواقف الذي مررت بها حتى وإن كانت صغيرة  تصرف م عين لم ينبغي عليك فعله  وقل لنفسك أنك في المرة القادمة ستحسن التصرف أكثر    سينفعك كثير ا صدقني كانت تلك أهمهم  أما عن باقي العادات المهمة لجعل اليوم أفضل وأكثر نشاط ا وإنتاجية ,1
هل شاركت في مقاطعة المنتجات الفرنسية ,0,اتمنى ولكن انا من سوريا ولا يوجد شيئ من المنتجات الفرنسية فأنا قاطعت المنتجات الفرنسية حتى قبل الإساءة  ,1
سبق أن قرأت بعض الفتاوى للمذهب الحنبلي وفوجئت من كمية التشدد فيه  ما رأيك بالمذهب الحنبلي  ما سبب هذا التشدد في أحكامه ,1,المذاهب المعروفة هي وسيلة لفهم الدين  وينبغي حسن الظن بعلماء هذه المذاهب فهم مجتهدون إن أصابوا لهم أجران وإن أخطؤوا لهم أجر واحد  وحتى إذا رأينا أنهم أخطؤوا في بعض المسائل  نرد  خطأهم باحترام وتوقير ونحفظ لهم مكانتهم وكرامتهم  ونقول  نعم  هم أخطؤوا في مسألة فلانية لكنهم ما قصدوا إلا وجه الله تعالى وما قصدوا إلا نصرة الدين  لكنهم في نهاية الأمر بنو آدم وكل بني آدم خطاؤون أما فيما يتعلق بالتشدد  فهلا أتيتنا ببعض الأمثلة على ذلك ,1
هل يعتبر طلب الفتوى من رجال الدين أو المتدينين أو العلماء نقطة قوة في المجتمع المسلم  أم أن فكرة طلب الفتوى منهم هي خدعة خلقها رجال الدين من أجل اشباع رغبة داخلية خفية في الهيمنة وإرضاء الذات ,1,قال الله تعالي  فاسألوا أهل الذكر إن كنتم لا تعلمون تلك آية توضح أن هناك اناس هم علي علم اكثر من غيرهم ذلك ربما لأنهم سخروا حياتهم لتعلم الفقه الإسلامي أو الحديث اوالتفسير او العقيدةوهم بذلك قادرون علي استنباط الأحكام الشرعية بالقياس او الاجتهاد  لكن هنآك أفراد لا علم عندهم يجدون في امر الفتوي تكبيرا بشأنهم وان يكونوا بذلك ذو سلطان علي الناس فلا يخدعك مثل هؤلاء,1
خطيبتي ملتزمة وتحب الدراسة  تخر جت من المرحلة الثانوية بمعدل متميز  ما أفضل المجالات التي من الممكن أن تدرسها بحيث ت فيد ها في الدنيا والآخرة وتفيد عائلتها وأم تها أيضا   هي لا تهدف لوظيفة أو عمل مستقبلي ولا يهمها الشهادات وتفض ل الدراسة المنزلية ,1,ربما الدراسات الاسلامية او علم الاجتماع,1
في هذا الزمن المتلاطم بشبهات الإلحاد  ما هي المعارف العلمية الأساسية التي يجب على كل مسلم تعلمها لزيادة إيمانه ولتحصين نفسه من الشبهات ,1,بعض البرامج المتخصصة ليست فقط لتأسيس وعي المسلم والتحصين من الشبهات  بل وتؤهلك لمحاورة المشككين والرد عليهم برنامج صناعة المحاور أكاديمية صناعة المحاور  التسجيلبرنامج تعليمي تدريبي إلكتروني يهدف إلى تنمية الجوانب المعرفية والمهارية لدى المنتسب إليه ليكون قادرا  على معالجة الشبهات المثارة حول الإسلام وعلى محاورة المتأثرين بها وتعزيز اليقين لدى المنتمين إليه وإكسابهم منهجية فهم النص الشرعي بطريقة صحيحة التسجيل متاح حاليا  حتى ١ ١٥دورة حراس العقيدة لمقارنة الأديانللتعريف بالإس لام  ودرء الشبهات ورد افتراءات  والمشككين والملحدين  مع نخبة من المختصين في هذا المجال الدورة بدأت منذ أسبوع بإمكانك مراسبعض البرامج المتخصصة ليست فقط لتأسيس وعي المسلم والتحصين من الشبهات  بل وتؤهلك لمحاورة المشككين والرد عليهم برنامج صناعة المحاور أكاديمية صناعة المحاور  التسجيلبرنامج تعليمي تدريبي إلكتروني يهدف إلى تنمية الجوانب المعرفية والمهارية لدى المنتسب إليه ليكون قادرا  على معالجة الشبهات المثارة حول الإسلام وعلى محاورة المتأثرين بها وتعزيز اليقين لدى المنتمين إليه وإكسابهم منهجية فهم النص الشرعي بطريقة صحيحة التسجيل متاح حاليا  حتى ١ ١٥دورة حراس العقيدة لمقارنة الأديانللتعريف بالإس لام  ودرء الشبهات ورد افتراءات  والمشككين والملحدين  مع نخبة من المختصين في هذا المجال الدورة بدأت منذ أسبوع بإمكانك مراسلة الصفحة على فيسبوك  للإنضمام إليها المواد التي تدرس في البرنامج برنامج التأصيل العقديبرنامج علمي تقيمه الجمعية العلمية السعودية لعلوم العقيدة والأديان والفرق والمذاهب  يبني طالب العلم المبتدئ في العقيدة بناء متكاملا خلال عام دراسي كامل  وينف ذ عن طريق الانترنت ليستفيد منه الراغبون من جميع دول العالم أكاديمية زاد العلميةالتعريف بالبرنامج التعليمي ومجالات العمليقوم برنامج أكاديمية زاد بتدريس العلم الشرعي  عن طريق تدريس سبع مواد شرعية معدة خص  يصا له  على النحو الآتي   العقيدة   التفسير   الحديث   الفقه   السيرة النبوية   اللغة العربية   التربية الإسلامية منصة زادي للتعلم الشرعي https   zadi net برنامج التأهيل الفقهيالتأهيل الفقهي  الدفعة١٠   برنامج    التأهيل_الفقهي          المشرف د  عامر بهجت   دراسة سبعة مقررات فقهية   عن بعد    نصف ساعة يوميا   5   أيام في الأسبوع   يتضمن البرنامج    مدخلا لدراسة الفقه   المرور على رؤوس مسائل الفقه  العبادات والمعاملات والأسرة والجنايات والقضاء  وأصول الفقه  والقواعد الفقهية   مشجرات وخرائط ذهنية لأبواب ومسائل هذه العلوم   تمارين وتطبيقات على الدروس   اختبارات يومية  واختبار نهائي لكل مقرر   علما  أن مقررات البرنامج والتمارين محك  مة من الجمعية الفقهية السعودية    ويستمر لمدة ٦ أشهر    للالتحاق اشترك على قناة التأهيل الفقهي على التليجرام عبر الرابط      تنبيه لابد من تحميل برنامج التليجرام أولا    تويتر    يوجد إجازة للمجتازين             جميع هذه الدورات الأكاديمية مجانية  وتمنح المشارك شهادة مجانية في نهاية الدورة                                 أما بالنسبة لقنوات اليوتيوب للتأسيس العقدي والرد على الشبهات دورة تأسيس وعي المسلم المعاصرقام فيه م  أيمن بسرد تاريخي لحال الأمة الإسلامية مرور ا بأهم مسببات الوضع الناتج م  أيمن عبد الرحيمقناة وهو داعية سوري دكتور وعالم في مجال مقارنة الأديان د  سامي عامريأحمد السيدمدير أكاديمية صناعة المحاور www almohawer org  وصناعة المحاور برنامج تعليمي تدريبي يعنى بتأهيل الكوادر لمحاورة الملحدين والردعلى الشبهات المثارة ضد الإسلام مدير أكاديمية الجيل الصاعد لليافعينجميع دوراته يعلن عنها في قناته على تلغرامalsayed_ah  رابط قناة أحمد السيد على تلغرامكتبه ومؤلفاته1  محاسن الإسلام2  مفاتيح البصيرة عند النوازل والفتن3  سابغات  كيف نتعامل مع الشبهات الفكرية المعاصرة    4  أصول الخطأ في الشبهات المثارة ضد الإسلام وثوابته5  كامل الصورة6  أفي السنة شك7  تثبيت حجية السنة8  المعين على فهم تطبيقات المحدثين  منظومة حديثية 9  كتاب تسهيل الأسانيد10  كتاب إلى الجيل الصاعدأحمد السيدقناة رواسخقناة مختصة ومهتمة في الحوار مع الاتجاهات الفكرية المختلفة والرد على الطعون والشبهات المثارة حول الإسلام ,0
لماذا يجب أن نأخذ بالأسباب عند الدعاء  ألا يصلح الدعاء لوحده  أليس الله وحده قادر على الاستجابة بدون الأخذ بالأسباب  ولو أخذنا بالأسباب بدون دعاء  فهل ستفشل الأسباب ,1,هذا غير صحيح الدعاء سهم يصيب هدفه دائما  وله ٣ اهداف ١ يجاب ٢ ي ك  نز ٣ يدفع ضار القدرإيمانك وتقربك لربك يجعلك تعرف من اي الاشخاص أنت الحل بسيط إقبال من قلبك وإيمانلكل قلب قبله فماهي قبلة قلبك ولاتحزن ل ك رب  كريم  عظيم ,1
ماذا تعلمت من القرآن الكريم ,1,اقرا كتب ابراهيم السكرانالطريق الى القرآنرقائق القرآن  ولديه العديد من المؤلفات الرائعة منها الماجريات  سلطة القاقة الغالبة وغيرها ,1
ما هي أجمل الاقتباسات الإسلامية التي قرأتها ,1,الحقيقة انا أحب هذه الكلمات جدا بالأخص من الشعراوي رحمه الله  مع ملحوظة إنها ليست بحديث  يا ابن آدم  لا تخافن   من ذي سلطان  ما دام سلطاني باقي ا  وسلطاني لا ينفد أبد ا  يا ابن آدم  لا تخش من ض يق الرزق وخزائني ملآنة  وخزائني لا تنفد أبد ا   يا ابن آدم  خلقتك للعبادة  فلا تلعب  وقسمت لك رزقك  فلا تتعب  فإن أنت رضيت  بما قسمت ه لك  أرحت  قلبك وبدنك  وكنت  عندي محمود ا  وإن لم ترض بما قسمت ه لك  فوعزتي وجلالي لأسلطن   عليك الدنيا  تركض فيها ركض الوحوش في البرية  ثم لا يكون لك منها إلا ما قسمته لك  وكنت عندي مذموم ا  يا ابن آدم  خلقت السموات السبع والأراضي السبع ولم أعي  بخلقهن  أي عييني رغيف عيش أسوقه لك بلا تعب   يا ابن آدم  إنني لم أنس م ن عصاني  فكيف من أطاعني  وأنا رب رحيم  وعلى كل شيء قدير  يا ابن آدم  لا تسألني رزق الغد كما لم أطلبك بعمل الغد  يا ابن آدم  أنا لك محب  فبحقي عليك كن لي محب  ا,1
كيف اتخلص من ملل العباده وأجدد نشاطي ,1,قال عمر بن الخطاب رضي الله عنه وأرضاه   إن   لهذه القلوب إقبال ا وإدبار ا  فإذا أقبلت فخذوها بالنوافل  وإن أدبرت فألزموها الفرائض ,1
